STATE,CLUSTER,AGEFLAG,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
other,30,I,H,other,3,4,Y,L,D,B,C,3
FL,16,E,U,F,2,4,N,L,F,B,S,2
TX,42,E,U,M,2,4,N,L,F,C,R,1
other,42,E,U,F,1,4,N,L,F,C,R,1
WA,40,E,H,M,3,4,N,L,F,C,T,2
IL,3,E,H,F,1,4,N,L,G,A,U,1
GA,21,E,H,F,2,4,N,L,F,A,S,3
other,38,E,U,F,3,4,Y,L,E,A,T,2
FL,51,E,H,F,3,4,N,L,F,C,R,3
WI,44,E,H,M,3,4,Y,L,F,B,R,2
WI,51,U,U,F,3,4,N,L,D,D,R,3
CA,2,U,U,F,0,4,N,L,F,A,U,1
other,36,U,U,M,1,4,N,L,E,D,T,2
other,11,E,H,F,3,4,N,L,E,B,S,1
MO,36,U,U,M,0,4,N,L,E,D,T,2
TX,35,U,U,F,3,4,N,L,G,B,T,1
IL,24,U,U,M,0,4,N,L,D,A,C,1
MO,51,E,U,M,2,4,N,L,F,D,R,3
NC,22,E,H,F,2,4,N,L,G,B,C,1
CA,13,U,U,F,0,4,N,L,F,A,S,1
IL,22,E,H,F,3,4,N,L,G,C,C,1
CA,9,E,H,F,3,4,N,L,D,A,U,3
other,25,U,U,F,0,4,N,L,F,B,C,2
FL,33,E,H,M,3,4,Y,L,F,A,C,3
other,49,U,U,F,0,4,N,L,F,C,R,2
IL,20,I,U,F,0,4,N,L,E,A,S,2
other,28,E,H,F,3,4,N,L,F,B,C,2
IL,31,E,U,F,3,4,N,L,D,D,C,3
FL,28,E,H,F,3,4,N,L,F,B,C,2
TX,27,E,H,M,3,4,N,L,F,A,C,2
other,36,E,H,F,3,4,N,L,G,D,T,2
FL,51,U,U,M,1,4,N,L,G,A,R,3
other,45,E,U,F,3,4,N,L,D,D,R,2
CA,11,E,H,F,3,4,N,L,E,B,S,1
WI,49,E,H,F,3,4,Y,L,F,D,R,2
MI,16,E,U,M,2,4,N,L,E,A,S,2
MI,40,U,U,F,0,4,N,L,F,D,T,2
TX,49,E,H,F,2,4,N,L,D,A,R,2
CA,2,I,U,F,0,4,N,L,F,A,U,1
CA,23,E,H,M,3,4,N,L,F,A,C,1
NC,30,E,H,F,3,12,N,L,D,C,C,3
other,24,E,U,F,3,4,N,L,F,C,C,1
IL,8,U,U,F,0,12,N,L,E,A,U,3
NC,43,E,H,M,3,4,Y,L,F,C,R,2
MI,51,U,U,M,2,4,N,L,F,D,R,3
other,17,E,H,F,3,4,N,L,D,B,S,2
CA,40,E,H,M,1,4,N,L,G,A,R,2
CA,13,U,U,F,0,4,N,L,D,A,S,1
NC,46,E,H,F,3,4,Y,L,F,C,R,2
other,47,E,H,F,3,4,N,L,F,B,R,2
other,53,E,U,M,3,4,N,L,F,D,R,3
IL,24,E,H,M,2,4,N,L,G,A,C,1
other,14,U,U,F,0,4,N,L,G,B,S,1
CA,9,E,H,M,2,4,N,L,E,B,U,3
CA,8,U,U,F,3,4,N,L,G,A,U,3
FL,50,E,H,M,2,4,Y,L,F,B,R,3
WI,36,E,U,F,3,4,N,L,E,D,T,2
CA,3,E,H,M,3,4,Y,L,F,A,U,1
TX,46,E,H,F,2,4,N,L,F,D,R,2
other,18,I,H,F,2,4,N,L,D,B,S,2
other,36,E,H,M,3,4,N,L,E,D,T,2
WA,2,E,H,F,3,4,N,L,F,A,U,1
TX,45,E,H,F,3,4,N,L,F,D,R,2
CA,3,I,U,F,0,4,N,L,F,A,U,1
other,24,E,H,F,2,4,N,L,F,C,C,1
CA,24,U,H,other,1,4,Y,L,F,A,C,1
FL,19,E,H,F,3,4,N,L,G,A,S,2
NC,47,E,H,F,3,4,Y,L,G,C,R,2
WA,42,E,U,F,1,4,N,L,F,D,R,1
TX,11,E,H,F,3,4,Y,L,F,B,S,1
other,35,U,U,M,0,4,N,L,F,C,T,1
NC,50,I,H,M,2,4,N,L,F,C,R,3
IL,5,U,U,F,2,4,N,L,F,A,U,2
CA,2,E,H,M,3,4,N,L,F,A,U,1
IN,35,E,H,F,3,4,N,L,F,B,T,1
CA,36,U,U,M,2,4,N,L,E,B,T,2
other,8,E,H,F,2,4,N,L,E,A,U,3
GA,24,E,H,M,3,4,N,L,G,A,C,1
other,39,E,H,M,2,2,N,L,F,B,T,2
other,8,U,U,F,2,4,N,L,F,B,U,3
WA,17,E,H,M,3,4,N,L,G,A,S,2
CA,4,I,U,F,0,4,N,L,F,B,U,2
other,20,U,U,M,0,4,N,L,F,B,S,2
WA,21,E,H,F,2,12,N,L,E,A,S,3
MI,2,U,U,F,1,4,N,L,E,D,U,1
MO,49,E,H,M,2,4,N,L,G,B,R,2
FL,41,E,H,F,2,4,N,L,F,C,T,3
other,26,E,H,M,3,4,N,L,E,C,C,2
TX,24,U,U,M,0,4,Y,L,E,A,C,1
other,30,U,U,F,3,4,N,L,E,C,C,3
other,53,U,U,F,0,4,N,L,E,D,R,3
other,39,U,U,F,0,4,N,L,D,D,T,2
FL,31,E,H,F,2,4,N,L,G,B,C,3
other,49,U,U,F,0,4,N,L,F,D,R,2
other,45,E,H,F,3,4,N,L,F,D,R,2
other,40,E,H,F,3,4,Y,L,F,C,T,2
WA,49,U,U,M,1,4,N,L,F,D,R,2
MI,5,E,H,F,3,4,N,L,F,A,U,2
GA,27,U,U,M,0,4,N,L,D,B,C,2
other,2,E,H,F,3,4,N,L,D,C,U,1
GA,44,E,H,F,3,4,Y,L,F,D,R,2
other,40,E,H,F,3,4,Y,L,F,C,T,2
other,51,I,H,M,2,4,Y,L,G,D,R,3
other,53,U,U,F,3,4,N,L,F,D,R,3
other,31,U,U,M,0,4,N,L,E,C,C,3
FL,4,E,H,M,3,4,N,L,F,A,U,2
other,51,I,U,M,0,4,N,L,F,D,R,3
other,35,E,H,F,3,4,N,L,E,B,T,1
IL,31,U,U,F,2,4,N,L,F,C,C,3
other,32,I,U,F,0,4,N,L,F,B,C,3
other,10,E,H,M,2,4,N,L,F,A,U,4
IL,22,E,U,F,3,4,N,L,F,C,C,1
WA,16,U,U,F,0,4,N,L,F,B,S,2
WA,24,I,U,F,0,4,N,L,F,A,C,1
other,35,U,U,F,2,4,N,L,F,A,T,1
TX,12,U,U,F,0,4,N,L,F,A,S,1
WI,10,U,U,F,0,4,N,L,F,B,U,4
CA,2,E,H,F,3,12,N,L,G,A,U,1
CA,14,U,H,F,3,4,N,L,F,A,S,1
CA,10,E,H,F,3,4,N,L,F,A,U,4
GA,47,E,U,M,3,4,N,L,D,D,R,2
FL,27,E,H,M,3,4,N,L,E,B,C,2
TX,31,E,U,M,2,4,N,L,G,A,C,3
CA,21,U,H,F,2,4,N,L,F,A,S,3
NC,30,E,U,M,2,4,N,L,F,D,C,3
TX,24,E,H,F,3,4,N,L,F,A,C,1
IL,13,I,U,F,0,4,N,L,F,A,S,1
MI,21,E,H,M,3,4,Y,L,F,A,S,3
other,30,E,H,F,3,4,N,L,E,B,C,3
IL,40,E,H,M,3,4,N,L,F,A,T,2
CA,9,E,H,F,2,12,N,L,F,A,U,3
other,14,E,H,M,2,4,N,L,F,B,S,1
WA,30,E,H,F,3,4,N,L,E,C,C,3
GA,43,U,H,F,2,4,N,L,E,D,R,2
GA,40,E,H,M,3,12,N,L,G,A,T,2
GA,14,I,U,F,0,4,N,L,F,A,S,1
MI,27,E,H,F,3,4,N,L,D,B,C,2
NC,26,U,U,F,0,4,N,L,F,B,C,2
TX,8,E,H,F,3,4,N,L,E,B,U,3
CA,52,E,H,F,2,4,N,L,G,B,R,3
MI,35,E,U,F,2,4,N,L,G,D,T,1
MO,17,E,H,M,3,4,N,L,F,A,S,2
other,40,E,H,M,3,4,N,L,F,D,T,2
IL,51,U,U,M,3,4,N,L,F,C,R,3
WI,44,E,H,F,2,4,N,L,F,C,R,2
CA,2,E,H,M,3,12,N,L,G,B,U,1
CA,2,E,U,M,1,4,N,L,G,A,U,1
IN,16,E,H,F,3,4,N,L,F,B,S,2
other,35,U,H,M,3,4,N,L,F,C,T,1
other,44,I,U,F,0,12,N,L,G,D,R,2
TX,35,E,H,F,3,4,N,L,E,B,T,1
other,50,E,U,M,2,4,Y,L,F,D,R,3
GA,40,E,H,M,3,4,N,L,E,A,T,2
TX,39,E,U,M,3,12,Y,L,G,C,T,2
CA,15,E,H,M,3,4,N,L,F,A,S,1
TX,53,U,U,other,3,4,N,L,E,C,R,3
CA,8,E,H,M,3,4,N,L,E,A,U,3
CA,22,E,H,M,3,4,N,L,G,C,C,1
other,21,U,U,F,0,4,N,L,G,B,S,3
FL,34,E,H,M,3,4,N,L,F,B,T,1
MI,21,E,H,F,3,12,N,L,G,B,S,3
FL,29,E,U,F,3,4,N,L,F,A,C,2
MI,8,E,U,F,2,4,N,L,F,A,U,3
WA,3,E,H,other,2,4,N,L,F,A,U,1
CA,14,E,H,M,3,4,N,L,G,A,S,1
MO,45,E,U,F,3,4,N,L,G,D,R,2
WI,20,E,U,M,3,4,N,L,F,B,S,2
other,24,E,H,F,3,4,N,L,F,C,C,1
other,44,E,H,M,3,4,N,L,G,B,R,2
MO,10,I,U,F,0,4,N,L,F,A,U,4
TX,53,E,H,F,2,4,N,L,G,D,R,3
other,31,I,U,M,1,4,N,L,F,A,C,3
CA,2,E,H,F,3,1,N,L,G,A,U,1
FL,21,E,H,M,3,4,N,L,F,B,S,3
MO,21,E,U,F,2,4,N,L,F,A,S,3
CA,41,E,H,M,2,4,Y,L,G,A,T,3
FL,23,E,H,F,2,4,N,L,G,A,C,1
IL,36,E,U,M,3,4,N,L,F,C,T,2
WA,18,E,H,F,3,4,N,L,G,A,S,2
CA,3,U,U,F,0,4,N,L,F,A,U,1
NC,24,E,H,F,3,4,N,L,G,B,C,1
FL,40,E,H,M,3,4,N,L,E,B,T,2
WI,51,E,H,M,3,4,N,L,E,D,R,3
other,6,U,U,F,0,4,N,L,E,B,U,2
other,36,U,U,F,0,4,N,L,E,A,T,2
other,1,I,U,F,0,4,N,L,F,B,U,1
IL,18,E,H,F,3,4,N,L,E,A,S,2
MI,16,E,H,F,2,4,N,L,G,A,S,2
other,40,U,U,M,0,4,N,L,E,D,R,2
WI,28,E,H,M,3,4,N,L,D,B,C,2
TX,30,E,H,M,2,4,N,L,E,D,C,3
other,21,E,H,M,2,4,N,L,G,A,S,3
WA,16,U,U,F,0,4,Y,L,F,A,S,2
GA,40,U,U,F,0,4,N,L,F,A,T,2
other,35,E,H,F,1,4,N,L,E,B,T,1
MO,45,U,U,M,3,4,N,L,E,D,R,2
other,28,U,U,F,0,4,N,L,F,D,C,2
TX,31,U,U,F,0,4,N,L,F,B,C,3
FL,37,E,H,F,3,4,Y,L,E,C,T,2
CA,42,E,H,M,3,4,Y,L,F,C,R,1
TX,13,U,U,F,0,12,N,L,G,A,S,1
CA,46,U,U,M,3,4,N,L,F,C,R,2
TX,36,E,H,F,3,4,N,L,E,C,T,2
TX,1,U,U,M,0,12,N,L,G,A,U,1
IN,12,E,H,M,3,4,Y,L,G,B,S,1
other,12,E,H,F,3,4,N,L,F,A,S,1
CA,14,I,H,M,1,4,N,L,G,A,S,1
TX,50,E,U,F,2,4,N,L,F,D,R,3
NC,34,E,U,F,2,4,N,L,D,B,T,1
other,16,E,U,F,2,4,N,L,F,B,S,2
MO,45,U,H,M,2,4,N,L,D,D,R,2
other,25,U,U,M,0,4,N,L,F,B,C,2
IN,46,U,H,M,3,4,N,L,G,D,R,2
CA,44,E,H,M,3,4,Y,L,F,B,R,2
other,51,I,U,M,2,4,N,L,E,D,R,3
GA,39,E,H,M,3,4,N,L,E,A,T,2
MI,21,I,U,F,0,12,N,L,F,A,S,3
CA,15,E,H,F,3,4,N,L,F,A,S,1
other,13,E,H,M,2,4,N,L,G,B,S,1
IN,30,I,H,F,3,4,N,L,G,C,C,3
WI,18,E,H,F,3,4,Y,L,E,B,S,2
CA,20,E,U,F,3,4,N,L,F,A,S,2
TX,40,U,H,M,3,4,N,L,F,D,T,2
IN,39,E,H,M,2,4,N,L,G,B,T,2
GA,40,E,H,M,3,4,N,L,E,A,T,2
other,2,E,H,M,3,4,N,L,G,B,U,1
other,39,U,U,M,0,4,N,L,F,C,T,2
WI,21,U,U,M,0,4,N,L,E,B,S,3
GA,30,E,H,F,3,4,N,L,E,A,C,3
other,43,E,H,F,2,4,N,L,F,D,R,2
WI,51,U,U,F,2,4,N,L,F,D,R,3
other,18,I,U,F,0,4,N,L,F,B,S,2
other,35,E,H,F,3,4,Y,L,G,B,T,1
TX,42,E,H,F,2,4,N,L,F,D,R,1
other,22,E,H,F,2,4,N,L,G,B,C,1
other,40,E,H,F,3,4,N,L,G,D,T,2
IL,10,U,U,F,0,4,N,L,F,A,U,4
other,53,E,U,M,1,4,N,L,F,C,R,3
other,44,U,U,F,0,4,N,L,F,A,R,2
NC,46,U,U,F,2,4,N,L,F,D,R,2
other,40,E,U,M,3,4,N,L,F,D,T,2
other,29,E,U,M,1,4,N,L,E,A,C,2
CA,6,E,H,M,2,4,N,L,F,A,U,2
other,34,E,H,M,3,4,N,L,E,D,T,1
IL,22,E,U,F,2,4,N,L,G,A,C,1
other,15,E,U,F,3,4,N,L,G,A,S,1
other,39,E,H,M,3,4,Y,L,G,B,T,2
GA,35,E,H,M,3,4,N,L,E,A,T,1
FL,23,E,U,M,3,4,N,L,F,B,C,1
FL,14,I,U,F,0,4,N,L,F,A,S,1
NC,36,E,H,F,3,4,N,L,G,B,T,2
other,27,U,U,M,0,4,N,L,F,C,C,2
TX,24,U,U,M,2,4,N,L,F,C,C,1
other,50,U,U,M,3,4,N,L,E,D,R,3
MI,27,E,H,F,3,4,N,L,E,C,C,2
GA,21,U,U,M,0,4,N,L,F,A,S,3
TX,24,E,H,F,2,4,N,L,E,C,C,1
CA,3,E,U,F,3,4,N,L,G,A,U,1
WI,27,E,U,F,3,4,N,L,F,C,C,2
IL,30,E,H,F,3,4,N,L,G,C,C,3
FL,50,I,U,M,0,4,N,L,E,D,R,3
CA,13,U,U,F,0,4,N,L,D,A,S,1
IL,16,E,H,F,2,4,N,L,F,A,S,2
CA,46,U,H,M,2,4,N,L,F,D,R,2
GA,24,E,H,F,3,4,N,L,F,A,C,1
TX,52,E,U,M,2,4,N,L,E,D,R,3
GA,50,E,H,F,3,4,N,L,F,D,R,3
other,41,I,H,F,3,4,N,L,F,D,T,3
CA,18,I,H,F,2,4,Y,L,G,B,S,2
IN,25,E,H,M,3,4,Y,L,F,B,C,2
other,27,I,U,M,0,4,Y,L,F,C,C,2
other,31,U,U,M,2,4,N,L,F,C,C,3
WA,11,U,U,F,0,4,Y,L,F,A,S,1
other,29,E,U,M,1,4,N,L,F,B,C,2
TX,16,E,H,F,3,4,N,L,F,A,S,2
NC,37,U,H,F,2,4,N,L,E,D,T,2
FL,37,U,U,F,0,4,N,L,E,B,T,2
FL,28,E,H,M,3,12,N,L,E,B,C,2
WI,43,E,U,F,2,4,N,L,G,D,R,2
TX,40,E,H,F,2,4,N,L,G,A,T,2
MI,31,E,U,M,3,4,N,L,F,A,C,3
other,53,E,H,F,3,4,N,L,G,D,R,3
IN,30,E,U,other,1,4,N,L,E,B,C,3
other,45,I,U,M,0,4,N,L,F,A,R,2
FL,26,U,H,F,1,4,N,L,E,B,C,2
GA,35,U,U,F,0,4,N,L,F,A,T,1
IL,11,E,U,M,3,4,N,L,E,A,S,1
other,27,E,H,M,3,4,N,L,F,C,C,2
MO,28,E,H,M,3,4,N,L,F,A,C,2
FL,49,U,U,other,1,4,Y,L,E,B,R,2
FL,31,E,H,M,3,0,Y,L,G,A,C,3
FL,35,I,H,M,3,4,N,L,F,A,T,1
other,35,E,H,M,3,4,Y,L,E,B,T,1
MO,3,E,U,F,3,4,N,L,F,A,U,1
other,46,E,H,F,2,4,N,L,E,C,R,2
other,18,U,U,M,0,4,N,L,F,A,S,2
FL,33,E,H,F,3,4,N,L,F,A,C,3
other,41,E,H,M,3,4,N,L,E,D,T,3
other,7,I,H,F,3,4,N,L,F,B,U,2
other,30,U,U,F,0,4,N,L,G,B,C,3
other,14,U,U,F,0,4,N,L,G,B,S,1
MI,36,E,H,M,3,4,N,L,E,D,T,2
CA,4,U,U,F,0,4,N,L,D,A,U,2
FL,18,I,H,F,2,4,N,L,F,B,S,2
IL,40,E,H,F,2,4,N,L,G,A,T,2
CA,27,U,U,M,0,4,N,L,G,B,C,2
CA,12,E,H,F,3,4,N,L,F,A,S,1
GA,27,U,U,M,0,4,N,L,D,A,C,2
other,43,U,U,F,0,4,N,L,G,B,R,2
other,24,E,H,F,2,4,N,L,E,B,C,1
WA,40,E,H,M,3,4,Y,L,E,A,R,2
FL,24,U,U,M,2,4,N,L,F,B,C,1
FL,37,E,H,M,2,4,N,L,F,B,T,2
CA,2,E,H,F,3,4,N,L,F,A,U,1
WA,11,U,U,M,2,4,N,L,G,A,S,1
other,39,E,H,F,2,4,Y,L,E,B,T,2
FL,37,E,U,M,3,4,N,L,F,B,T,2
CA,13,U,U,F,0,4,N,L,G,A,S,1
other,12,U,U,F,0,4,N,L,E,A,S,1
other,13,U,H,F,2,4,N,L,G,A,S,1
MI,13,E,H,M,2,4,N,L,E,A,S,1
CA,15,U,U,F,0,4,N,L,F,A,S,1
other,7,I,U,F,0,4,N,L,E,B,U,2
other,12,E,U,F,2,4,N,L,G,B,S,1
other,14,E,H,F,3,4,Y,L,F,C,S,1
CA,30,U,U,F,0,4,N,L,G,B,C,3
FL,24,U,U,M,0,4,N,L,F,C,C,1
TX,13,E,H,F,3,4,N,L,G,A,S,1
FL,29,U,U,F,0,4,N,L,E,A,C,2
CA,19,E,H,F,3,4,N,L,G,A,S,2
CA,24,U,U,F,0,4,N,L,F,A,C,1
CA,3,E,H,M,3,4,N,L,G,A,U,1
IL,34,E,H,M,3,4,N,L,F,A,T,1
other,40,E,H,M,3,4,Y,L,E,C,T,2
TX,14,E,H,M,3,1,Y,L,G,B,S,1
TX,52,E,H,F,2,4,N,L,G,D,R,3
other,24,E,H,M,3,4,N,L,E,D,C,1
other,49,E,H,M,3,4,N,L,D,D,R,2
MI,25,E,H,F,3,4,N,L,F,A,C,2
CA,24,E,H,M,3,4,N,L,F,A,C,1
NC,35,E,H,F,3,4,N,L,F,C,T,1
NC,25,E,H,F,3,12,Y,L,F,B,C,2
MI,10,U,U,M,0,4,N,L,F,A,U,4
WI,44,E,H,F,3,12,N,L,E,D,R,2
other,41,E,U,M,2,12,N,L,F,C,T,3
other,31,E,U,F,3,4,N,L,F,A,C,3
TX,48,U,U,M,0,4,N,L,F,D,R,2
other,28,U,H,F,3,4,N,L,F,C,C,2
other,30,E,U,F,3,4,N,L,F,C,C,3
MI,46,U,U,F,3,4,N,L,E,D,R,2
MI,40,U,H,F,2,4,N,L,G,A,T,2
TX,24,E,U,F,3,4,N,L,G,A,C,1
CA,4,U,U,F,0,4,N,L,G,A,U,2
other,31,U,U,M,3,4,N,L,F,B,C,3
other,36,U,U,F,3,4,N,L,F,D,T,2
IN,49,E,H,F,3,4,Y,L,E,D,R,2
other,51,E,U,F,1,12,N,L,E,B,R,3
WI,28,E,H,F,2,4,N,L,E,B,C,2
other,46,E,H,F,2,4,Y,L,E,C,R,2
MO,11,E,H,M,3,4,N,L,E,B,S,1
FL,28,E,H,F,3,4,N,L,F,C,C,2
other,15,E,U,F,3,4,N,L,F,B,S,1
IL,38,E,H,F,1,4,Y,L,D,D,T,2
other,51,U,U,M,3,4,N,L,E,D,R,3
other,27,E,H,M,3,4,N,L,F,B,C,2
other,40,U,U,F,2,4,N,L,G,B,R,2
other,40,U,H,F,3,4,N,L,E,C,R,2
MI,16,I,H,M,3,4,N,L,F,A,S,2
FL,2,E,U,M,1,4,N,L,E,A,U,1
NC,40,E,U,M,3,4,N,L,F,C,T,2
IL,6,U,U,M,0,4,N,L,F,A,U,2
WA,34,U,U,F,0,4,N,L,D,B,T,1
NC,27,E,H,F,2,4,N,L,G,B,C,2
CA,35,I,U,M,0,4,N,L,E,B,T,1
MI,28,E,H,F,3,4,N,L,F,B,C,2
WI,44,E,H,M,3,4,N,L,G,B,R,2
other,10,I,U,F,0,4,N,L,F,B,U,4
FL,43,E,H,M,2,4,N,L,F,D,R,2
other,40,U,U,F,0,4,N,L,E,C,R,2
other,29,E,U,F,3,4,N,L,G,B,C,2
CA,7,U,H,F,2,4,N,L,G,A,U,2
TX,40,U,H,M,3,4,N,L,F,C,T,2
WI,38,U,U,M,2,4,N,L,G,C,T,2
CA,16,E,H,F,3,4,N,L,F,A,S,2
other,45,E,U,M,3,4,N,L,F,D,R,2
IN,35,I,U,M,2,12,N,L,G,B,T,1
CA,49,E,H,M,2,4,N,L,F,B,R,2
FL,16,U,U,F,2,4,N,L,G,B,S,2
CA,40,E,H,F,3,4,N,L,G,A,T,2
WA,26,E,H,F,2,4,N,L,D,C,C,2
other,36,E,H,M,3,4,Y,L,F,C,T,2
CA,12,E,U,M,3,4,N,L,F,B,S,1
other,36,E,H,M,3,4,N,L,F,D,T,2
other,33,U,U,F,0,4,N,L,F,A,C,3
other,50,E,H,F,2,4,N,L,F,B,R,3
NC,50,I,U,M,0,4,N,L,G,C,R,3
TX,35,E,H,F,3,4,N,L,F,A,T,1
TX,14,E,H,M,3,4,Y,L,G,A,S,1
WI,51,E,U,M,2,4,N,L,F,D,R,3
other,29,I,U,F,1,4,N,L,E,A,C,2
other,11,U,H,M,3,4,N,L,E,A,S,1
other,35,E,H,M,3,4,N,L,F,B,T,1
IL,35,U,U,F,2,12,N,L,E,A,T,1
other,43,U,U,M,3,4,N,L,F,C,R,2
MI,40,E,U,F,3,4,N,L,D,C,R,2
NC,40,E,H,M,3,4,N,L,F,C,T,2
other,51,E,H,F,2,4,N,L,D,D,R,3
CA,40,E,H,M,3,4,N,L,G,B,T,2
other,37,U,U,M,0,4,N,L,E,D,T,2
CA,26,E,H,M,3,4,N,L,E,B,C,2
MI,51,U,U,M,2,4,N,L,F,D,R,3
other,40,E,H,M,3,12,N,L,G,C,R,2
WA,18,U,U,F,0,4,N,L,F,B,S,2
CA,25,E,H,F,3,4,N,L,E,C,C,2
other,2,E,H,F,1,4,N,L,G,B,U,1
MO,38,E,U,M,3,4,N,L,G,C,T,2
CA,7,U,U,M,3,4,Y,L,F,A,U,2
other,25,U,U,F,0,12,N,L,E,C,C,2
NC,47,U,H,F,3,4,N,L,F,D,R,2
IL,23,E,H,F,3,4,Y,L,E,A,C,1
other,39,E,U,M,3,4,N,L,F,D,T,2
other,41,E,H,F,3,4,N,L,G,D,T,3
TX,12,E,H,F,3,4,N,L,F,A,S,1
FL,40,U,U,M,0,4,Y,L,F,B,R,2
MI,8,E,H,M,1,4,Y,L,F,A,U,3
other,36,E,H,F,2,4,N,L,D,C,T,2
FL,2,E,H,M,3,4,N,L,E,A,U,1
TX,49,U,U,M,0,4,N,L,E,A,R,2
other,26,E,H,M,3,4,N,L,F,C,C,2
IL,15,U,U,M,0,4,N,L,F,A,S,1
WA,44,U,U,F,0,4,N,L,F,C,R,2
other,22,E,U,F,2,4,N,L,F,C,C,1
MI,17,E,U,F,3,4,N,L,F,A,S,2
FL,40,U,U,M,2,4,Y,L,G,B,R,2
other,2,E,U,F,2,4,N,L,E,A,U,1
other,12,E,H,F,2,4,N,L,F,A,S,1
other,24,E,H,M,1,12,N,L,F,C,C,1
FL,36,E,H,F,3,4,Y,L,G,D,T,2
other,12,E,H,F,3,4,N,L,D,B,S,1
FL,49,I,U,M,0,4,N,L,E,D,R,2
IL,18,E,H,M,3,4,N,L,D,A,S,2
CA,24,U,U,other,2,4,N,L,F,A,C,1
MI,36,E,H,M,3,4,N,L,F,A,T,2
MI,11,E,U,M,3,4,Y,L,E,A,S,1
other,18,E,H,F,3,4,N,L,F,B,S,2
other,12,U,H,M,3,4,N,L,G,B,S,1
FL,40,U,U,F,0,4,Y,L,F,D,R,2
other,43,E,U,F,2,0,N,L,E,C,R,2
other,11,U,U,M,0,4,N,L,G,B,S,1
CA,13,E,H,F,3,4,N,L,F,A,S,1
MI,31,U,U,F,2,12,N,L,G,A,C,3
IN,41,U,U,F,0,4,N,L,E,D,T,3
TX,35,E,H,M,3,4,N,L,F,A,T,1
FL,9,E,H,F,3,4,N,L,D,A,U,3
IN,40,E,H,F,3,4,N,L,E,B,T,2
other,43,E,H,M,2,4,Y,L,G,B,R,2
GA,40,E,H,F,3,4,Y,L,E,C,T,2
CA,35,E,H,F,2,4,N,L,G,B,T,1
IL,22,E,U,F,3,4,N,L,E,A,C,1
other,32,E,H,F,2,4,N,L,F,D,C,3
MI,18,E,H,F,3,1,N,L,G,A,S,2
MO,7,E,H,F,3,4,N,L,F,A,U,2
other,51,E,U,M,3,4,N,L,E,D,R,3
other,16,E,U,M,3,4,N,L,E,A,S,2
other,41,U,U,F,0,4,N,L,G,D,T,3
CA,24,U,U,other,3,4,N,L,F,A,C,1
other,16,U,U,M,0,4,N,L,F,B,S,2
WA,17,E,H,M,3,4,N,L,G,A,S,2
CA,2,U,U,M,0,4,N,L,G,A,U,1
IL,18,E,H,F,3,4,N,L,F,A,S,2
CA,13,I,U,F,0,4,N,L,G,A,S,1
other,11,U,U,M,0,4,N,L,E,B,S,1
other,51,U,H,F,2,4,N,L,E,D,R,3
FL,7,U,U,F,3,4,N,L,D,C,U,2
NC,41,E,H,other,3,4,N,L,F,C,T,3
IL,28,U,U,F,0,4,N,L,D,A,C,2
IL,49,E,H,F,2,4,N,L,E,C,R,2
other,18,I,U,M,0,12,Y,L,G,B,S,2
TX,45,E,H,F,3,4,N,L,F,D,R,2
FL,40,E,H,F,3,4,Y,L,F,B,T,2
FL,37,U,H,other,3,4,N,L,F,C,T,2
CA,13,E,H,F,3,12,N,L,G,A,S,1
other,50,I,U,F,0,4,N,L,E,D,R,3
CA,3,E,H,M,3,4,Y,L,E,B,U,1
WA,20,I,H,F,3,4,N,L,G,B,S,2
MI,18,E,H,M,3,4,Y,L,G,A,S,2
other,40,E,H,M,2,4,N,L,F,B,R,2
MI,14,U,U,F,0,4,N,L,G,B,S,1
MI,30,E,H,M,3,4,N,L,D,B,C,3
CA,39,E,U,F,3,4,Y,L,F,A,T,2
other,43,U,U,F,0,4,N,L,F,B,R,2
CA,2,E,H,F,3,4,N,L,F,A,U,1
CA,51,U,U,F,0,4,N,L,F,A,R,3
MO,30,E,H,M,3,4,N,L,E,C,C,3
other,44,U,U,F,2,4,N,L,G,D,R,2
CA,38,U,U,M,0,4,Y,L,G,A,T,2
IL,11,E,H,M,3,4,N,L,G,A,S,1
FL,3,U,H,F,3,4,N,L,E,A,U,1
WA,40,U,U,F,3,4,N,L,F,C,R,2
other,40,E,H,M,2,4,N,L,E,C,T,2
other,24,E,H,F,2,12,Y,L,F,B,C,1
GA,49,E,H,F,3,4,N,L,G,D,R,2
FL,39,E,H,F,2,4,N,L,F,B,T,2
FL,23,U,U,F,0,4,N,L,F,B,C,1
TX,49,U,U,F,0,4,N,L,D,A,R,2
IL,4,U,U,M,0,4,N,L,F,A,U,2
CA,35,E,U,M,2,4,N,L,F,A,T,1
MI,10,E,H,F,3,4,N,L,E,A,U,4
IL,35,I,U,F,2,12,N,L,F,B,T,1
TX,39,E,H,F,3,4,N,L,F,B,T,2
CA,34,U,U,M,0,4,N,L,F,C,T,1
other,44,U,U,F,0,4,N,L,G,D,R,2
NC,41,E,U,M,3,4,N,L,F,C,T,3
TX,35,U,U,F,3,4,N,L,G,C,T,1
MO,45,U,U,F,0,4,N,L,F,D,R,2
MI,18,E,H,M,2,4,N,L,F,A,S,2
other,24,E,H,M,3,4,N,L,F,B,C,1
IN,24,E,H,M,3,4,Y,L,F,A,C,1
